INFO: ChannelWidth 160, Arch_filename "/home/alex/Documents/EPFL/PARSA/VTR8_S/vtr_flow/arch/timing/k6_frac_N10_frac_chain_mem32K_40nm.xml"
INFO: Total: SegmentTypes 1, Channels 2, Delta_xs 30, Delta_ys 30

SegTypeId 0 (unnamed_segment_0, length 4) Chan 0
10, 9 : 6.25655e-10, 5.97756e-10
10, 10 : 6.32296e-10, 5.97756e-10
10, 11 : 7.24571e-10, 7.74086e-10
10, 12 : 7.23761e-10, 7.3882e-10
10, 13 : 7.67825e-10, 7.3882e-10
10, 14 : 7.7336e-10, 7.3882e-10
10, 15 : 8.61355e-10, 9.15149e-10
10, 16 : 8.45343e-10, 8.79883e-10
10, 17 : 9.07782e-10, 8.79883e-10
10, 18 : 9.12209e-10, 8.79883e-10
10, 19 : 1.00116e-09, 1.05621e-09
10, 20 : 1.00035e-09, 1.02095e-09
10, 21 : 1.04331e-09, 1.02095e-09
10, 22 : 1.05217e-09, 1.02095e-09
10, 23 : 1.15359e-09, 1.16201e-09
10, 24 : 1.1381e-09, 1.16201e-09
10, 25 : 1.1888e-09, 1.16201e-09
10, 26 : 1.1888e-09, 1.16201e-09
10, 27 : 1.29134e-09, 1.30307e-09
10, 28 : 1.26964e-09, 1.30307e-09
10, 29 : 1.44148e-09, 1.44414e-09
11, 0 : 4.63045e-10, 4.56693e-10
11, 1 : 4.86805e-10, 4.91959e-10
11, 2 : 4.86805e-10, 4.91959e-10
11, 3 : 4.86805e-10, 4.91959e-10
11, 4 : 4.87912e-10, 4.56693e-10
11, 5 : 4.91233e-10, 4.56693e-10
11, 6 : 4.93447e-10, 4.56693e-10
11, 7 : 6.13922e-10, 6.33022e-10
11, 8 : 6.26762e-10, 5.97756e-10
11, 9 : 6.25655e-10, 5.97756e-10
11, 10 : 6.33403e-10, 5.97756e-10
11, 11 : 7.54985e-10, 7.74086e-10
11, 12 : 7.66718e-10, 7.3882e-10
11, 13 : 7.67825e-10, 7.3882e-10
11, 14 : 7.7336e-10, 7.3882e-10
11, 15 : 8.95974e-10, 9.15149e-10
11, 16 : 8.68442e-10, 8.79883e-10
11, 17 : 9.07782e-10, 8.79883e-10
11, 18 : 9.13316e-10, 8.79883e-10
11, 19 : 1.03586e-09, 1.05621e-09
11, 20 : 1.0422e-09, 1.02095e-09
11, 21 : 1.04552e-09, 1.02095e-09
11, 22 : 1.05217e-09, 1.02095e-09
11, 23 : 1.17663e-09, 1.16201e-09
11, 24 : 1.18105e-09, 1.16201e-09
11, 25 : 1.18548e-09, 1.16201e-09
11, 26 : 1.19212e-09, 1.16201e-09
11, 27 : 1.31437e-09, 1.30307e-09
11, 28 : 1.28167e-09, 1.30307e-09
11, 29 : 1.45432e-09, 1.44414e-09
12, 0 : 4.86805e-10, 4.56693e-10
12, 1 : 5.62092e-10, 6.33022e-10
12, 2 : 5.69618e-10, 6.33022e-10
12, 3 : 5.66297e-10, 6.33022e-10
12, 4 : 5.67181e-10, 6.33022e-10
12, 5 : 5.82846e-10, 6.33022e-10
12, 6 : 5.94725e-10, 5.97756e-10
12, 7 : 6.26762e-10, 6.33022e-10
12, 8 : 6.24548e-10, 5.97756e-10
12, 9 : 6.35617e-10, 5.97756e-10
12, 10 : 7.0869e-10, 7.3882e-10
12, 11 : 7.63397e-10, 7.74086e-10
12, 12 : 7.63397e-10, 7.3882e-10
12, 13 : 7.75573e-10, 7.3882e-10
12, 14 : 8.601e-10, 8.79883e-10
12, 15 : 9.02247e-10, 9.15149e-10
